Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude
Chickstar,"Burger, Fast Food, American",400," Frazer Town, Bangalore",3.9,11,3.6,36,https://www.zomato.com/bangalore/chickstar-frazer-town-bangalore,"43, Coles Road, Near Kotak Mahindra Bank, Frazer Town, Bangalore",9.19741E+11,12.99534817,77.61433208
Vayam Veg Fine Dine,"South Indian, North Indian, Fast Food, Chinese, Street Food, Desserts, Beverages",700," Vijay Nagar, Bangalore",3.9,218,3.9,15600,https://www.zomato.com/bangalore/vayam-veg-fine-dine-vijay-nagar-bangalore,"173, Opposite Traffic Police Station, Vijay Nagar, Bangalore",9.18073E+11,12.98183403,77.53312033
Trippy Goat Cafe,"Cafe, Continental, Fast Food, Beverages",1500," Cunningham Road, Bangalore",3.9,21,,4,https://www.zomato.com/bangalore/trippy-goat-cafe-cunningham-road-bangalore,"32, Shivaji Nagar, Cunningham Road, Bangalore",9.19732E+11,12.985026,77.595903
Chai Nagri,"Cafe, Fast Food, Burger, Beverages, Street Food",400," Koramangala 1st Block, Bangalore",3.9,55,3.9,64,https://www.zomato.com/bangalore/chai-nagri-koramangala-1st-block-bangalore,"Shop 1022, 80 Feet Road, S.T. Bed, Cauvery Colony, Koramangala 1st Block, Bangalore",9.16363E+11,12.9307,77.63298
Belly Cravings,"Fast Food, Beverages",250," BTM, Bangalore",3.9,119,4.1,174,https://www.zomato.com/bangalore/belly-cravings-btm-bangalore,"270/1, 6th Main, Mico Layout, 2nd Stage, BTM, Bangalore",9.18421E+11,12.9159,77.605559
Big J's - Bar & Grill,Burger,500," Ulsoor, Bangalore",,,,,https://www.zomato.com/bangalore/big-js-bar-grill-ulsoor-bangalore,"5/1, Skywalk Building, Assaye Road, Ulsoor, Bangalore",9.17761E+11,12.99175,77.61935
Baf's Cafe,"Chinese, North Indian, Fast Food, Momos, Desserts, Juices, Beverages",500," Basaveshwara Nagar, Bangalore",3.9,45,3.9,66,https://www.zomato.com/bangalore/bafs-cafe-basaveshwara-nagar-bangalore,"75, Basaveshwara Nagar, Bangalore",9.17676E+11,12.99831095,77.54075155
Cafe Rustico,"Chinese, Fast Food, Continental, Beverages",1100," Brigade Road, Bangalore",3.9,81,,7,https://www.zomato.com/bangalore/cafe-rustico-brigade-road-bangalore,"6/2, 1st Floor, Geetha Mall Building, Rest House Road Off, Brigade Road, Bangalore",9.17484E+11,12.97377992,77.60665979
Esperance,"Desserts, Pizza, Continental, Beverages",700," Jayanagar, Bangalore",3.9,290,,1,https://www.zomato.com/bangalore/esperance-jayanagar-bangalore,"1, Old 740, New 20, First Floor, 10 Main Road, 4 Block, Jayanagar, Bangalore",9.18952E+11,12.92556972,77.58550722
SGS Non Veg Gundu Pulav,South Indian,200," KR Puram, Bangalore",3.9,38,3.8,119,https://www.zomato.com/bangalore/sgs-non-veg-gundu-pulav-kr-puram-bangalore,"33, Ground Floor, DK Complex, Devasandra Main Road, KR Puram, Bangalore",9.19071E+11,13.006786,77.700307
Gramin Litti Adda | GLA,"Bihari, North Indian, Desserts, Beverages",550," Varthur Main Road, Whitefield, Bangalore",3.9,34,3.4,79,https://www.zomato.com/bangalore/gramin-litti-adda-gla-varthur-main-road-whitefield-bangalore,"Shop D 10-11, Ground Floor, D Block, Myhna Square, Gunjur, Varthur Main Road, Whitefield, Bangalore",9.1974E+11,12.9288081,77.73833949
Eastern Delights,"South Indian, North Indian, Bengali, Chinese, Rolls",450," Marathahalli, Bangalore",3.9,84,2.8,33,https://www.zomato.com/bangalore/eastern-delights-marathahalli-bangalore,"Near SR Abode Building, Silver Springs Layout, Marathahalli, Bangalore",9.19739E+11,12.95921443,77.70953894
New Prashanth Hotel,Andhra,450," Banashankari, Bangalore",3.9,228,4,4822,https://www.zomato.com/bangalore/new-prashanth-hotel-banashankari,"241, 2nd Floor, 6th Block, 7th Cross, Near Apollo Pharmacy, 3rd Stage, 100 Feet Ring Road, Banashankari, Bangalore",9.1805E+11,12.92376196,77.55324494
Coastal Machali Co.,"Asian, Mangalorean, Seafood, South Indian, North Indian, Beverages",1100," Residency Road, Bangalore",3.9,38,,12,https://www.zomato.com/bangalore/coastal-machali-co-residency-road-bangalore,"136, Cears Plaza, Plaza Residency Road, Near Richmond Circle, Residency Road, Bangalore",9.199E+11,12.9657958,77.59783633
Malgudi's Donne Biriyani,"Biryani, North Indian",350," Rajajinagar, Bangalore",3.9,117,4.1,369,https://www.zomato.com/bangalore/malgudis-donne-biriyani-1-rajajinagar,"54/2, MKK Road, Srirampura, Opposite Devaiah Park, Rajajinagar, Bangalore",9.19731E+11,12.9967716,77.56130498
Chikpet Donne Biryani House,"Biryani, South Indian",250," Yelahanka, Bangalore",3.9,62,3.9,46,https://www.zomato.com/bangalore/chikpet-donne-biryani-house-yelahanka,"251, Khatha 451/747/251, Bagulur, Yelahanka, Bangalore",9.19738E+11,13.13225174,77.66431427
Provenance,"Cafe, Bakery, Desserts, Beverages",500," Lavelle Road, Bangalore",3.9,16,,5,https://www.zomato.com/bangalore/provenance-2-lavelle-road-bangalore,"UB City, Vittal Mallya Road, Ashok Nagar, Lavelle Road, Bangalore",9.18434E+11,12.9716313,77.5958117
Le Republique,"North Indian, Chinese, Continental, Fast Food, Bar Food, Beverages",1600," Nagarbhavi, Bangalore",3.9,104,,0,https://www.zomato.com/bangalore/le-republique-nagarbhavi-bangalore,"435/857, 4th Floor, Near Unlimited Fashion Store, Vinayaka Layout, Nagarbhavi, Bangalore",9.19606E+11,12.96085137,77.50746131
Kapoor's Chaat Bhandaar,"Street Food, North Indian, Desserts",250," Brookefield, Bangalore",3.9,58,3.9,649,https://www.zomato.com/bangalore/kapoors-chaat-bhandaar-brookefield-bangalore,"1644, E Block, 6th Main Road, AECS Layout, Kundanahalli Gate, Brookefield, Bangalore",9.19739E+11,12.96081511,77.71628737
Arabian Hot Spot,"Arabian, Mughlai, North Indian",1200," Kalyan Nagar, Bangalore",3.9,167,3.8,1041,https://www.zomato.com/bangalore/arabian-hot-spot-kalyan-nagar-bangalore,"302, 5th Main Road, HRBR Layout, Kalyan Nagar, Bangalore",9.18862E+11,13.02060556,77.63952624
Iris Cafe,"Fast Food, Irish, Italian, Beverages, Desserts",800," HSR, Bangalore",3.9,79,,2,https://www.zomato.com/bangalore/iris-cafe-hsr-bangalore,"17/J, 18th Cross, Sector 3, HSR, Bangalore",9.18042E+11,12.91183802,77.64279585
Ledikeni Sweets & Savouries,"Mithai, Desserts, Street Food",200," Marathahalli, Bangalore",3.9,7,3.9,99,https://www.zomato.com/bangalore/ledikeni-sweets-savouries-marathahalli-bangalore,"Ground Floor, NS Complex, Opposite Bank Baroda, Marathahalli, Bangalore",9.16362E+11,12.95654432,77.71493219
Karachi Bakery,"Bakery, Fast Food, Beverages, Desserts, Pasta",600," Indiranagar, Bangalore",3.9,143,4.3,1131,https://www.zomato.com/bangalore/karachi-bakery-1-indiranagar-bangalore,"665, 100 Feet Road, Indiranagar, Bangalore",9.19441E+11,12.97727055,77.64088947
Big Bang Pizza,"Pizza, Fast Food, Beverages",700," Frazer Town, Bangalore",3.9,79,3.9,580,https://www.zomato.com/bangalore/big-bang-pizza-3-frazer-town-bangalore,"60/1-A, Ground Floor, Coles Road, Frazer Town, Bangalore",9.19621E+11,12.99470464,77.6150246
Rolling Dough Cafe,"Continental, Seafood, Salad, Desserts, Beverages, Pasta, Pizza",850," Ulsoor, Bangalore",3.9,14,,13,https://www.zomato.com/bangalore/rolling-dough-cafe-1-ulsoor-bangalore,"1/2, Old 18/5, 1st Cross, Cambridge Road, Halasuru, Ulsoor, Bangalore",9.19687E+11,12.97239986,77.62615711
Toping Twist,Momos,200," HSR, Bangalore",3.9,36,4.6,262,https://www.zomato.com/bangalore/toping-twist-1-hsr-bangalore,"837, 27th Main Road, 11th Cross Road, 1st Sector, HSR, Bangalore",9.19449E+11,12.91737916,77.65136987
Soul City,"Italian, Chinese, Continental, North Indian, Seafood, Thai",2000," Oakwood Premier Prestige, Bangalore",3.9,290,,1,https://www.zomato.com/bangalore/soul-city-lavelle-road,"Oakwood Premier Prestige, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",9.18022E+11,12.9718415,77.59640168
Aramane Donne Biriyani,"Biryani, Fast Food",300," BTM, Bangalore",3.9,271,3.7,17400,https://www.zomato.com/bangalore/aramane-donne-biriyani-btm,"749, 7th Cross, 14th Main, 2nd Stage, BTM, Bangalore",9.18861E+11,12.91377299,77.60924477
Legends Cafe,"Fast Food, Beverages, Desserts",500," Vijay Nagar, Bangalore",3.9,42,3.9,215,https://www.zomato.com/bangalore/legends-cafe-1-vijay-nagar-bangalore,"Door 91, 60 Feet Road, Chandra Layout, Vijay Nagar, Bangalore",9.19981E+11,12.96073767,77.52882577
D Kitchen 54,"North Indian, Chinese, Italian, Fast Food, Mughlai, Seafood, Biryani, Beverages",800," Rajarajeshwari Nagar, Bangalore",3.9,94,3.3,71,https://www.zomato.com/bangalore/d-kitchen-54-rajarajeshwari-nagar-bangalore,"696, Ammaji Mansion, BEML Layout, 4th Stage, Rajarajeshwari Nagar, Bangalore",9.19845E+11,12.91095468,77.52101585
Flavours Hut,"Kerala, North Indian, Chinese, Seafood, Biryani",550," HSR, Bangalore",3.9,132,3.9,7809,https://www.zomato.com/bangalore/flavours-hut-hsr-bangalore,"177, Bhumi Complex, 9th Main, 7th Sector, Opposite Union Bank, HSR, Bangalore",9.18042E+11,12.9103599,77.63517939
Roof Tap,"Chinese, North Indian, Bar Food, Beverages, Fast Food",1000," Banashankari, Bangalore",3.9,9,,0,https://www.zomato.com/bangalore/roof-tap-banashankari-bangalore,"2466, Bhaskar Grand Tower, 24th Cross, Stage 2, Opposite Siddanna Layout, Banashankari, Bangalore",9.19881E+11,12.92441226,77.56483242
Kunafa World,Desserts,400," Frazer Town, Bangalore",3.9,97,4.3,516,https://www.zomato.com/bangalore/kunafa-world-frazer-town-bangalore,"39/1-2, Gold Mani, Cleveland Town, Pulikeshi Nagar, Coles Road, Frazer Town, Bangalore",9.1783E+11,12.99547694,77.6142196
Earthen Delicacies,"North Indian, Mughlai, Chinese, Biryani, Fast Food, Beverages",700," Jakkur, Bangalore",3.9,34,4.2,658,https://www.zomato.com/bangalore/earthen-delicacies-jakkur-bangalore,"14, Thirumenahalli, Thanisandra Main Road, Opposite Haj Bhavan, Jakkur, Bangalore",9.19731E+11,13.090957,77.635598
S G Rao’s Military Hotel,"South Indian, Biryani",400," Majestic, Bangalore",3.9,135,4,754,https://www.zomato.com/bangalore/s-g-raos-military-hotel-majestic-bangalore,"221, Police Station Road, Opposite Karnataka Bank ATM, Ranasingpet, Majestic, Bangalore",9.19881E+11,12.96763886,77.57110946
Wah Parantha,"North Indian, Street Food, Beverages",450," Bellandur, Bangalore",3.9,32,3.9,34,https://www.zomato.com/bangalore/wah-parantha-1-bellandur-bangalore,"184, Green Glen Layout, 40 Feet Road, Near HDFC Bank, Bellandur, Bangalore",9.1808E+11,12.92676639,77.67033678
Saha Chowmein,"North Indian, Chinese",700," Sahakara Nagar, Bangalore",3.9,173,4.1,637,https://www.zomato.com/bangalore/saha-chowmein-sahakara-nagar,"556, E Block, 60 Feet Road, Sahakara Nagar, Bangalore",9.18042E+11,13.06314491,77.58696064
Board 4 Bored,"Pizza, Fast Food, Beverages, Chinese, Pasta",800," Basavanagudi, Bangalore",3.9,116,3.9,30,https://www.zomato.com/bangalore/board-4-bored-basavanagudi-bangalore,"52, 3rd Floor, Dr D V Gundappa Road, Basavanagudi, Bangalore",9.19606E+11,12.94010581,77.57122915
Chaat Junction,"Street Food, North Indian, Fast Food",300," Bannerghatta Road, Bangalore",3.9,74,3.6,1203,https://www.zomato.com/bangalore/chaat-junction-1-bannerghatta-road,"Durga Complex, Central Excise Layout, Phase 2, Tejaswini Nagar, Dodda Kamanahalli Area, Bannerghatta Road, Bangalore",9.18074E+11,12.86156741,77.6014372
Sicilia Point,"Fast Food, Desserts, Beverages",450," Rajajinagar, Bangalore",3.9,13,3.9,62,https://www.zomato.com/bangalore/sicilia-point-rajajinagar-bangalore,"816/1, 17th F Main, 5th Block, Rajajinagar, Bangalore",9.1702E+11,12.9857736,77.55190692
Cold Monk,"Desserts, Beverages, Ice Cream, Fast Food",400," Brookefield, Bangalore",3.9,16,3.9,47,https://www.zomato.com/bangalore/cold-monk-brookefield-bangalore,"S1, SS Towers, Sai Baba Temple Road, Brookefield, Bangalore",9.18431E+11,12.95023228,77.71573082
Whhite Paani Food Chain,Street Food,100," BTM, Bangalore",3.9,6,,18,https://www.zomato.com/bangalore/whhite-paani-food-chain-btm-bangalore,"292, 7th Main Road, Stage 2, BTM, Bangalore",9.19886E+11,12.9146516,77.60594524
Two Friends Cauldron,"Continental, Italian, American",700," JP Nagar, Bangalore",3.9,679,4.1,449,https://www.zomato.com/bangalore/two-friends-cauldron-2-jp-nagar,"39, 15th Cross, 4th Phase, Near HDFC Bank, JP Nagar, Bangalore",9.18041E+11,12.90693828,77.59957004
Urban Food Culture,"North Indian, Chinese, Biryani, Bengali, Rolls, Pasta",300," Koramangala 1st Block, Bangalore",3.9,68,3.5,90,https://www.zomato.com/bangalore/urban-food-culture-koramangala-1st-block-bangalore,"921, 6th B Cross, 1st Main Road, Koramangala 1st Block, Bangalore",9.19902E+11,12.92976522,77.63385497
Kartik's Mithai Shoppe,"Street Food, North Indian, Mithai",200," Indiranagar, Bangalore",3.9,134,4.3,173,https://www.zomato.com/bangalore/kartiks-mithai-shoppe-indiranagar,"Shop 322, Ground Floor, CMH Road, 1st Stage, Indiranagar, Bangalore",9.18041E+11,12.97830655,77.63730135
Smart Mudde Spicy Fish,"South Indian, Kerala, Chinese",400," Rajarajeshwari Nagar, Bangalore",3.9,4,3.5,27,https://www.zomato.com/bangalore/smart-mudde-spicy-fish-rajarajeshwari-nagar-bangalore,"469, 3rd Main, Rajarajeshwari Nagar, Bangalore",9.19354E+11,12.92199439,77.52100077
Smart Mudde Spicy Fish,"South Indian, Kerala, Chinese",400," Rajarajeshwari Nagar, Bangalore",3.9,4,3.5,27,https://www.zomato.com/bangalore/smart-mudde-spicy-fish-rajarajeshwari-nagar-bangalore,"469, 3rd Main, Rajarajeshwari Nagar, Bangalore",9.19354E+11,12.92199439,77.52100077
Fat Unicorn,"Desserts, Ice Cream",300," New BEL Road, Bangalore",3.9,161,3.9,171,https://www.zomato.com/bangalore/fat-unicorn-new-bel-road-bangalore,"Shop 28, Jaladarshini Layout, New BEL Road, Bangalore",9.17023E+11,13.032309,77.569751
Gosssip Pub & Grub,"North Indian, Fast Food, Seafood, Bar Food",1500," Banashankari, Bangalore",3.9,23,,0,https://www.zomato.com/bangalore/gosssip-pub-grub-2-banashankari-bangalore,"942, 2nd & 3rd Floor, 21st Main Road, Siddanna Layout, Stage 2, Banashankari, Bangalore",9.19844E+11,12.92624779,77.56459437
Antra Veg Restaurant,"North Indian, Chinese, Beverages, Desserts",800," Banashankari, Bangalore",3.9,24,3.9,39,https://www.zomato.com/bangalore/antra-veg-restaurant-banashankari-bangalore,"309, 100 Feet Road, Gururaja Layout, 4th Phase, 7th Block, BSK 3rd Stage, Banashankari, Bangalore",9.19607E+11,12.92221856,77.55820837
Abhiruchi Hotel,"North Indian, Seafood, Biryani, Chinese",600," BTM, Bangalore",3.9,584,3.6,37500,https://www.zomato.com/bangalore/abhiruchi-hotel-btm-bangalore,"115, 31st Main, 2nd Stage, Near Bus Stand, BTM, Bangalore",9.18867E+11,12.91514226,77.61546146
Mysuru Coffee Thindi,South Indian,200," Jayanagar, Bangalore",3.9,265,4,17400,https://www.zomato.com/bangalore/mysuru-coffee-thindi-jayanagar,"764/44, 37th Cross, 18th Main, 4th T Block, Jayanagar, Bangalore",9.18088E+11,12.92247738,77.58947119
Tea Positive,"Street Food, Fast Food, Tea, Beverages",400," Marathahalli, Bangalore",3.9,20,4,180,https://www.zomato.com/bangalore/tea-positive-marathahalli-bangalore,"MS Residency, Sai Baba Road, Munnekollal, Marathahalli, Bangalore",9.18905E+11,12.94838222,77.71570265
Monsoon - The Park Bangalore,"Italian, North Indian",3000," The Park, MG Road, Bangalore",3.9,298,3.4,60,https://www.zomato.com/bangalore/monsoon-the-park-bangalore-mg-road-bangalore,"The Park Bangalore, 14/7, MG Road, Bangalore",9.17625E+11,12.97401941,77.61999037
Mayura Restaurant,"Andhra, Chinese, North Indian",700," Peenya, Bangalore",3.9,127,4.4,2068,https://www.zomato.com/bangalore/mayura-restaurant-peenya,"9, KIABD Complex, TVS Cross, Peenya, Bangalore",9.18028E+11,13.02838508,77.52000667
24/7 - The Lalit Ashok Bangalore,"Continental, North Indian, Italian, South Indian",3000," The Lalit Ashok Bangalore, Seshadripuram, Bangalore",3.9,385,3.1,27,https://www.zomato.com/24-7RestaurantBangalore,"The Lalit Ashok, Kumara Krupa Road, Highgrounds, Seshadripuram, Bangalore",9.199E+11,12.99076571,77.58234758
Chaayos - Meri Wali Chai,"Tea, Street Food, Fast Food, Beverages, Desserts",400," Indiranagar, Bangalore",3.9,147,4.1,1929,https://www.zomato.com/bangalore/chaayos-meri-wali-chai-indiranagar-bangalore,"789/B, 12th Main Road, Indiranagar, Bangalore",18001202424,12.9705,77.6406
Lassi & Snacks Joint,"Beverages, Fast Food, Sandwich, Desserts, Burger, Rolls",300," Domlur, Bangalore",3.9,67,3.9,69,https://www.zomato.com/bangalore/lassi-snacks-joint-domlur-bangalore,"267, 1st Main, 6th Cross, Behind Vijaya Bank, Domlur, Bangalore",9.19916E+11,12.9602211,77.63807315
Malgudi Mylari Mane ,"Biryani, South Indian",400," Yeshwantpur, Bangalore",3.9,13,,1,https://www.zomato.com/bangalore/malgudi-mylari-mane-yeshwantpur-bangalore,"21, Yantaganahalli Palya, Mangalore Highway, Nelamangala, Near Bharat Petroleum Bunk, Yeshwantpur, Bangalore",9.17044E+11,13.065024,77.353604
KC Das,"Mithai, Street Food",300," St. Marks Road, Bangalore",3.9,392,4.4,877,https://www.zomato.com/bangalore/kc-das-st-marks-road-bangalore,"No.48, St. Marks Road, Bangalore",9.13333E+11,12.97591599,77.60167055
My Tea House,"Continental, Asian, Fast Food",800," Banashankari, Bangalore",3.9,99,3.9,297,https://www.zomato.com/bangalore/my-tea-house-1-banashankari-bangalore,"572, 30th Main, Stage 3, Banashankari, Bangalore",9.18027E+11,12.92416064,77.56063309
Midnight Mania,"Pizza, Italian",700," Koramangala 6th Block, Bangalore",3.9,24,4.1,14500,https://www.zomato.com/bangalore/midnight-mania-koramangala-6th-block-bangalore,"101, 1st Floor, 3rd Cross, Narayana Reddy Layout, 80 Feet Road, Koramangala 6th Block, Bangalore",9.18043E+11,12.93950519,77.62678648
Cream N Cha,"Beverages, Desserts, Fast Food",400," Indiranagar, Bangalore",3.9,80,3.9,830,https://www.zomato.com/bangalore/cream-n-cha-indiranagar-bangalore,"3168, Ground Floor, 12th Main Junction, Double Road, Indiranagar, Bangalore",9.17892E+11,12.9686393,77.63600517
Via Roma,Italian,1100," Brookefield, Bangalore",3.9,5,,9,https://www.zomato.com/bangalore/via-roma-brookefield-bangalore,"601, 1st Main, AECS Layout, Kundanahalli, Brookefield, Bangalore",9.19663E+11,12.96448594,77.71584582
Desi Biryani,"Biryani, South Indian, Mangalorean, Beverages",450," Jayanagar, Bangalore",3.9,22,4.1,143,https://www.zomato.com/bangalore/desi-biryani-jayanagar-bangalore,"138, 6th C Main, 4th Block, Jayanagar, Bangalore",9.19036E+11,12.9294391,77.58153923
Tandoor,"North Indian, Mughlai",2000," MG Road, Bangalore",3.9,1571,3.7,390,https://www.zomato.com/bangalore/tandoor-mg-road,"28, Centenary Building, MG Road, Bangalore",9.16363E+11,12.97381651,77.61307798
Flavour Of Shanghai,"Chinese, North Indian, Seafood, Fast Food",450," Kanakapura Road, Bangalore",3.9,129,4,3437,https://www.zomato.com/bangalore/flavour-of-shanghai-2-kanakapura-road-bangalore,"1, Balaji Complex, Gubblala, Near Mantri Tranquil Apartment, Kanakapura Road, Bangalore",9.1702E+11,12.8858784,77.54537568
Bangalore Bites,"Fast Food, Beverages, Chinese",300," Rajarajeshwari Nagar, Bangalore",3.9,14,,11,https://www.zomato.com/bangalore/bangalore-bites-2-rajarajeshwari-nagar-bangalore,"21, Ideal Home Township, Kenchanahalli Road, Phase 1, Halagevaderhalli, Rajarajeshwari Nagar, Bangalore",9.19353E+11,12.9230548,77.51836047
Naidu's Sakath Utta,"Chinese, South Indian",500," Rajajinagar, Bangalore",3.9,15,3.9,54,https://www.zomato.com/bangalore/naidus-sakath-utta-rajajinagar-bangalore,"720, Opposite Aruna Silk, 9th Cross, Dr MC Modi Hospital Road, 2nd Stage, Rajajinagar, Bangalore",9.18885E+11,12.99745503,77.54820172
Gelatissimo,"Ice Cream, Desserts, Beverages",500," Kalyan Nagar, Bangalore",3.9,5,,7,https://www.zomato.com/bangalore/gelatissimo-kalyan-nagar-bangalore,"507, 4th Cross, CMR Road, Kalyan Nagar, Bangalore",9.19973E+11,13.02177433,77.64051497
Club Kachori,"Street Food, Fast Food",200," Sarjapur Road, Bangalore",3.9,4,3.9,29,https://www.zomato.com/bangalore/club-kachori-sarjapur-road-bangalore,"Shop G10, 19/9, Ground Floor, Sri Gaythri Complex, Carmelaram Road, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",9.1776E+11,12.9051738,77.7045584
